"File exported from UTC Confirmations Portal on December 10, 2020, 12:06 EST"

Supplier Code:,0000164499
Supplier Name:,TRIPLE INC
User Email:,pkarchner@tripleinc.com
* Date Format: MM/DD/YYYY,"List Separator: Comma (,)"

** INSTRUCTIONS:,"Please only edit Columns M-O below row 12. All columns must be present and do not duplicate or delete columns. Any rows other than 11 and 12 may be  removed. Additional columns will be ignored as long as they don't duplicate a required column header. Naming of the column header row cannot be modified. The ordering of columns is flexible. When importing your file back into the Confirmations screen, please make sure all cells have a value matching the exported format. Date format must be MM/DD/YYYY."
** REASON CODES:,Capacity Issue,Import/ Export Control,Input Material (Vendor Supplied),Machine Down Time,Producibility Technical,Quality,Supplier Other,Natural Disaster,Commercial Issues  (Ex: PO terms/pricing),UTC Supplied Input Material,UTC Receiving/ Shipping,UTC Schedule under lead time / change,UTC Transportation / Logistics,UTC Engineering,UTC Other

PRIORITY,PRODUCT_ID,OPEN_QTY,ORDER_TYPE,ORDER_ID,ITEM_ID,SCH_LINE,REVISION_LVL,LOCATION,REQ_DATE,OTD_DATE,COMMIT_STAT,COMMIT_DATE,REASON_CODE,COMMENTS,CONTRACT_DPAS,CHANGE_DESCRIPTION,LAST_SUPPLIER_UPDATE
,784793-5,1,ZLTA,H117214A,360,339,J,2702,08/09/2022,08/09/2022,COMMITTED,08/09/2022,UTC Schedule under lead time / change,,,Commit date has been provided. Thank you!,2020-12-08
,782546-101,1,ZLTA,H117214A,350,1580,E,2701,09/20/2022,09/20/2022,COMMITTED,09/20/2022,UTC Schedule under lead time / change,,,Commit date has been provided. Thank you!,2020-12-08
,782546-101,1,ZLTA,H117214A,350,1466,E,2701,03/14/2022,03/14/2022,COMMITTED,03/14/2022,UTC Schedule under lead time / change,,,Commit date has been provided. Thank you!,2020-12-08
,782546-101,1,ZLTA,H117214A,350,1436,E,2701,01/07/2022,01/07/2022,COMMITTED,01/07/2022,UTC Schedule under lead time / change,,,Commit date has been provided. Thank you!,2020-12-08
,782546-101,2,ZLTA,H117214A,350,1434,E,2701,09/21/2021,09/21/2021,COMMITTED,09/21/2021,UTC Schedule under lead time / change,,,Commit date has been provided. Thank you!,2020-12-08
,790149-1,6,ZLTA,H117214A,400,2663,J,2701,02/07/2022,02/07/2022,COMMITTED,02/07/2022,UTC Schedule under lead time / change,,,Commit date has been provided. Thank you!,2020-12-08
,790149-1,2,ZLTA,H117214A,400,2574,J,2701,09/20/2022,09/20/2022,COMMITTED,09/20/2022,UTC Schedule under lead time / change,,,Commit date has been provided. Thank you!,2020-12-08
,798643-1,2,ZLTA,H117214A,500,1201,B,2701,04/21/2021,04/21/2021,COMMITTED,04/21/2021,UTC Schedule under lead time / change,,,Commit date has been provided. Thank you!,2020-12-08
,794592-1,6,ZLTA,H117214A,440,485,B,2702,09/21/2021,09/21/2021,COMMITTED,09/21/2021,UTC Schedule under lead time / change,,,Commit date has been provided. Thank you!,2020-12-08
,794592-1,1,ZLTA,H117214A,440,484,B,2702,07/21/2021,07/21/2021,COMMITTED,07/21/2021,UTC Schedule under lead time / change,,,Commit date has been provided. Thank you!,2020-12-08
,794592-1,1,ZLTA,H117214A,440,470,B,2702,07/23/2021,07/23/2021,COMMITTED,07/23/2021,UTC Schedule under lead time / change,,,Commit date has been provided. Thank you!,2020-12-08
,791990-2,2,ZLTA,H117214A,410,4484,C,2701,07/01/2021,07/01/2021,COMMITTED,07/01/2021,,,,Commit date has been provided. Thank you!,2020-12-08
,794592-1,1,ZLTA,H117214A,440,494,B,2702,07/23/2021,07/23/2021,COMMITTED,07/23/2021,UTC Schedule under lead time / change,,,Commit date has been provided. Thank you!,2020-12-08
,794592-1,2,ZLTA,H117214A,440,493,B,2702,01/25/2022,01/25/2022,COMMITTED,01/25/2022,UTC Schedule under lead time / change,,,Commit date has been provided. Thank you!,2020-12-08
,800976-1,3,ZLTA,H117214A,560,5484,B,2701,04/29/2021,04/29/2021,COMMITTED,04/29/2021,,,,Commit date has been provided. Thank you!,2020-12-08
,819651-1,4,ZLTA,H117214A,750,3208,A,2701,03/11/2021,03/11/2021,COMMITTED,03/11/2021,UTC Schedule under lead time / change,,,Commit date has been provided. Thank you!,2020-12-08
,819651-1,5,ZLTA,H117214A,750,3207,A,2701,03/25/2021,03/25/2021,COMMITTED,03/25/2021,UTC Schedule under lead time / change,,,Commit date has been provided. Thank you!,2020-12-08
,819651-1,4,ZLTA,H117214A,750,3206,A,2701,04/09/2021,04/09/2021,COMMITTED,04/09/2021,UTC Schedule under lead time / change,,,Commit date has been provided. Thank you!,2020-12-08
,819651-1,3,ZLTA,H117214A,750,3202,A,2701,05/07/2021,05/07/2021,COMMITTED,05/07/2021,UTC Schedule under lead time / change,,,Commit date has been provided. Thank you!,2020-12-08
,819677-1,2,ZLTA,H117214A,760,2817,B,2701,04/02/2021,04/02/2021,COMMITTED,04/02/2021,UTC Schedule under lead time / change,,,Commit date has been provided. Thank you!,2020-12-08
,819677-1,2,ZLTA,H117214A,760,2816,B,2701,03/25/2021,03/25/2021,COMMITTED,03/25/2021,UTC Schedule under lead time / change,,,Commit date has been provided. Thank you!,2020-12-08
,819651-1,4,ZLTA,H117214A,750,3230,A,2701,04/23/2021,04/23/2021,COMMITTED,04/23/2021,UTC Schedule under lead time / change,,,Commit date has been provided. Thank you!,2020-12-08
,817176-107,5,ZLTA,H117214A,720,715,B,2701,09/27/2023,09/27/2023,COMMITTED,09/27/2023,UTC Schedule under lead time / change,,,Commit date has been provided. Thank you!,2020-12-08
,819651-1,4,ZLTA,H117214A,750,3198,A,2701,05/27/2021,05/27/2021,COMMITTED,05/27/2021,,,,Commit date has been provided. Thank you!,2020-12-08
,819677-1,6,ZLTA,H117214A,760,2895,B,2701,04/09/2021,04/09/2021,COMMITTED,04/09/2021,UTC Schedule under lead time / change,,,Commit date has been provided. Thank you!,2020-12-08
,819677-1,4,ZLTA,H117214A,760,2894,B,2701,04/30/2021,04/30/2021,COMMITTED,04/30/2021,UTC Schedule under lead time / change,,,Commit date has been provided. Thank you!,2020-12-08
,819677-1,3,ZLTA,H117214A,760,2891,B,2701,05/13/2021,05/13/2021,COMMITTED,05/13/2021,UTC Schedule under lead time / change,,,Commit date has been provided. Thank you!,2020-12-08
,819684-1,5,ZLTA,H117214A,780,2778,-,2701,03/11/2021,03/11/2021,COMMITTED,03/11/2021,UTC Schedule under lead time / change,,,Commit date has been provided. Thank you!,2020-12-08
,819684-1,4,ZLTA,H117214A,780,2777,-,2701,02/26/2021,02/26/2021,COMMITTED,02/26/2021,UTC Schedule under lead time / change,,,Commit date has been provided. Thank you!,2020-12-08
,819678-1,4,ZLTA,H117214A,770,3548,-,2701,05/07/2021,05/07/2021,COMMITTED,05/07/2021,UTC Schedule under lead time / change,,,Commit date has been provided. Thank you!,2020-12-08
DPAS,819678-1,4,ZLTA,H117214A,770,3547,-,2701,06/04/2021,06/04/2021,COMMITTED,06/04/2021,UTC Schedule under lead time / change,,COMMERCIAL||N|2.0||H92241-15-D-0002|DO-A1|N|2.0||,Commit date has been provided. Thank you!,2020-12-08
,819678-1,4,ZLTA,H117214A,770,3538,-,2701,07/23/2021,07/23/2021,COMMITTED,07/23/2021,UTC Schedule under lead time / change,,,Commit date has been provided. Thank you!,2020-12-08
,819684-1,3,ZLTA,H117214A,780,2854,-,2701,05/20/2021,05/20/2021,COMMITTED,05/20/2021,UTC Schedule under lead time / change,,,Commit date has been provided. Thank you!,2020-12-08
,819684-1,1,ZLTA,H117214A,780,2794,-,2701,02/26/2021,02/26/2021,COMMITTED,02/26/2021,UTC Schedule under lead time / change,,,Commit date has been provided. Thank you!,2020-12-08
,819684-1,4,ZLTA,H117214A,780,2779,-,2701,04/02/2021,04/02/2021,COMMITTED,04/02/2021,UTC Schedule under lead time / change,,,Commit date has been provided. Thank you!,2020-12-08
,819678-1,4,ZLTA,H117214A,770,3447,-,2701,02/26/2021,02/26/2021,COMMITTED,02/26/2021,UTC Schedule under lead time / change,,,Commit date has been provided. Thank you!,2020-12-08
,819678-1,5,ZLTA,H117214A,770,3526,-,2701,07/09/2021,07/09/2021,COMMITTED,07/09/2021,UTC Schedule under lead time / change,,,Commit date has been provided. Thank you!,2020-12-08
DPAS,819678-1,6,ZLTA,H117214A,770,3525,-,2701,06/11/2021,06/11/2021,COMMITTED,06/11/2021,UTC Schedule under lead time / change,,COMMERCIAL||N|4.0||H92241-15-D-0002|DO-A1|N|2.0||,Commit date has been provided. Thank you!,2020-12-08
,819678-1,4,ZLTA,H117214A,770,3524,-,2701,05/20/2021,05/20/2021,COMMITTED,05/20/2021,UTC Schedule under lead time / change,,,Commit date has been provided. Thank you!,2020-12-08
,819678-1,3,ZLTA,H117214A,770,3523,-,2701,04/23/2021,04/23/2021,COMMITTED,04/23/2021,UTC Schedule under lead time / change,,,Commit date has been provided. Thank you!,2020-12-08
,819678-1,3,ZLTA,H117214A,770,3518,-,2701,04/16/2021,04/16/2021,COMMITTED,04/16/2021,UTC Schedule under lead time / change,,,Commit date has been provided. Thank you!,2020-12-08
,819678-1,4,ZLTA,H117214A,770,3517,-,2701,04/02/2021,04/02/2021,COMMITTED,04/02/2021,UTC Schedule under lead time / change,,,Commit date has been provided. Thank you!,2020-12-08
,819678-1,6,ZLTA,H117214A,770,3516,-,2701,03/11/2021,03/11/2021,COMMITTED,03/11/2021,UTC Schedule under lead time / change,,,Commit date has been provided. Thank you!,2020-12-08
,800989-1,4,ZLTA,H117214A,570,4495,C,2701,03/17/2021,03/17/2021,COMMITTED,03/17/2021,,,,Commit date has been provided. Thank you!,2020-12-08
,800991-2,4,ZLTA,H117214A,580,4822,A,2701,07/13/2021,07/13/2021,COMMITTED,07/13/2021,,,,Commit date has been provided. Thank you!,2020-12-08
,800991-2,1,ZLTA,H117214A,580,4807,A,2701,06/30/2021,06/30/2021,COMMITTED,06/30/2021,,,,Commit date has been provided. Thank you!,2020-12-08
,800991-2,3,ZLTA,H117214A,580,4763,A,2701,07/27/2021,07/27/2021,UNCOMMITTED,07/27/2021,,,,Please provide a commit date.,
,800991-2,3,ZLTA,H117214A,580,4761,A,2701,06/16/2021,06/16/2021,COMMITTED,06/16/2021,,,,Commit date has been provided. Thank you!,2020-12-08
,800991-2,2,ZLTA,H117214A,580,4760,A,2701,06/21/2021,06/21/2021,COMMITTED,06/21/2021,UTC Schedule under lead time / change,,,Commit date has been provided. Thank you!,2020-12-08
,800991-2,3,ZLTA,H117214A,580,4759,A,2701,06/09/2021,06/09/2021,COMMITTED,06/09/2021,UTC Schedule under lead time / change,,,Commit date has been provided. Thank you!,2020-12-08
,800991-2,1,ZLTA,H117214A,580,4733,A,2701,05/24/2021,05/24/2021,COMMITTED,05/24/2021,UTC Schedule under lead time / change,,,Commit date has been provided. Thank you!,2020-12-08
,800991-2,3,ZLTA,H117214A,580,4642,A,2701,03/17/2021,03/17/2021,COMMITTED,03/17/2021,UTC Schedule under lead time / change,,,Commit date has been provided. Thank you!,2020-12-08
,800989-1,5,ZLTA,H117214A,570,4592,C,2701,03/31/2021,03/31/2021,COMMITTED,03/31/2021,,,,Commit date has been provided. Thank you!,2020-12-08
,800989-1,3,ZLTA,H117214A,570,4591,C,2701,06/21/2021,06/21/2021,COMMITTED,06/21/2021,UTC Schedule under lead time / change,,,Commit date has been provided. Thank you!,2020-12-08
,800989-1,2,ZLTA,H117214A,570,4590,C,2701,06/28/2021,06/28/2021,COMMITTED,06/28/2021,UTC Schedule under lead time / change,,,Commit date has been provided. Thank you!,2020-12-08
,800989-1,3,ZLTA,H117214A,570,4589,C,2701,06/21/2021,06/21/2021,COMMITTED,06/21/2021,,,,Commit date has been provided. Thank you!,2020-12-08
,800991-2,2,ZLTA,H117214A,580,4677,A,2701,05/10/2021,05/10/2021,COMMITTED,05/10/2021,UTC Schedule under lead time / change,,,Commit date has been provided. Thank you!,2020-12-08
,800991-2,2,ZLTA,H117214A,580,4639,A,2701,03/31/2021,03/31/2021,COMMITTED,03/31/2021,UTC Schedule under lead time / change,,,Commit date has been provided. Thank you!,2020-12-08
,800976-1,1,ZLTA,H117214A,560,5521,B,2701,06/01/2021,06/01/2021,COMMITTED,06/01/2021,,,,Commit date has been provided. Thank you!,2020-12-08
,800976-1,4,ZLTA,H117214A,560,5486,B,2701,03/17/2021,03/17/2021,COMMITTED,03/17/2021,,,,Commit date has been provided. Thank you!,2020-12-08
,800976-1,5,ZLTA,H117214A,560,5485,B,2701,03/31/2021,03/31/2021,COMMITTED,03/31/2021,,,,Commit date has been provided. Thank you!,2020-12-08
,800989-1,1,ZLTA,H117214A,570,4550,C,2701,04/06/2021,04/06/2021,COMMITTED,04/06/2021,UTC Schedule under lead time / change,,,Commit date has been provided. Thank you!,2020-12-08
,800989-1,2,ZLTA,H117214A,570,4499,C,2701,01/21/2021,01/21/2021,COMMITTED,01/21/2021,,,,Commit date has been provided. Thank you!,2020-12-08
,800989-1,2,ZLTA,H117214A,570,4498,C,2701,03/03/2021,03/03/2021,COMMITTED,03/03/2021,,,,Commit date has been provided. Thank you!,2020-12-08
,800989-1,2,ZLTA,H117214A,570,4497,C,2701,03/22/2021,03/22/2021,COMMITTED,03/22/2021,UTC Schedule under lead time / change,,,Commit date has been provided. Thank you!,2020-12-08
,800991-2,1,ZLTA,H117214A,580,4803,A,2701,06/28/2021,06/28/2021,COMMITTED,06/28/2021,UTC Schedule under lead time / change,,,Commit date has been provided. Thank you!,2020-12-08
,814998-1,4,ZLTA,H117214A,690,985,F,2702,11/19/2021,11/19/2021,COMMITTED,11/19/2021,UTC Schedule under lead time / change,,,Commit date has been provided. Thank you!,2020-12-08
,814998-1,1,ZLTA,H117214A,690,970,F,2702,10/19/2021,10/19/2021,COMMITTED,10/19/2021,UTC Schedule under lead time / change,,,Commit date has been provided. Thank you!,2020-12-08
OVERDUE,814998-1,2,ZLTA,H117214A,690,969,F,2702,12/10/2020,12/10/2020,COMMITTED,12/10/2020,UTC Schedule under lead time / change,OSP DELAYS,,Commit date has been provided. Thank you!,2020-12-08
,814998-1,1,ZLTA,H117214A,690,968,F,2702,09/23/2021,09/23/2021,COMMITTED,09/23/2021,UTC Schedule under lead time / change,,,Commit date has been provided. Thank you!,2020-12-08
,814998-1,1,ZLTA,H117214A,690,967,F,2702,07/21/2021,07/21/2021,COMMITTED,07/21/2021,UTC Schedule under lead time / change,,,Commit date has been provided. Thank you!,2020-12-08
,814998-1,3,ZLTA,H117214A,690,966,F,2702,07/23/2021,07/23/2021,COMMITTED,07/23/2021,UTC Schedule under lead time / change,,,Commit date has been provided. Thank you!,2020-12-08
,814998-1,1,ZLTA,H117214A,690,964,F,2702,01/25/2022,01/25/2022,COMMITTED,01/25/2022,UTC Schedule under lead time / change,,,Commit date has been provided. Thank you!,2020-12-08
,803343-1,1,ZLTA,H117214A,630,208,F,2701,04/09/2021,04/09/2021,COMMITTED,04/09/2021,UTC Schedule under lead time / change,,,Commit date has been provided. Thank you!,2020-12-08
,803343-1,1,ZLTA,H117214A,630,207,F,2701,04/09/2021,04/09/2021,COMMITTED,04/09/2021,UTC Schedule under lead time / change,,,Commit date has been provided. Thank you!,2020-12-08
,801003-1,2,ZLTA,H117214A,590,1447,B,2701,01/07/2022,01/07/2022,COMMITTED,01/07/2022,UTC Schedule under lead time / change,,,Commit date has been provided. Thank you!,2020-12-08
,801003-1,2,ZLTA,H117214A,590,1437,B,2701,01/07/2022,01/07/2022,COMMITTED,01/07/2022,UTC Schedule under lead time / change,,,Commit date has been provided. Thank you!,2020-12-08
,801003-1,1,ZLTA,H117214A,590,1404,B,2701,09/21/2021,09/21/2021,COMMITTED,09/21/2021,UTC Schedule under lead time / change,,,Commit date has been provided. Thank you!,2020-12-08
,801003-1,1,ZLTA,H117214A,590,1386,B,2701,09/17/2021,09/17/2021,COMMITTED,09/17/2021,UTC Schedule under lead time / change,,,Commit date has been provided. Thank you!,2020-12-08
,803343-1,1,ZLTA,H117214A,630,210,F,2701,04/23/2021,04/23/2021,COMMITTED,04/23/2021,UTC Schedule under lead time / change,,,Commit date has been provided. Thank you!,2020-12-08
,803343-1,1,ZLTA,H117214A,630,209,F,2701,04/09/2021,04/09/2021,COMMITTED,04/09/2021,UTC Schedule under lead time / change,PULL IN FROM 4/23/2021,,Commit date has been provided. Thank you!,2020-12-08
,1013060-1,2,ZLTA,H117214A,90,3376,B,2701,08/23/2021,08/23/2021,COMMITTED,08/23/2021,UTC Schedule under lead time / change,,,Commit date has been provided. Thank you!,2020-12-08
,1002975-1,1,ZLTA,H117214A,70,5359,A,2701,05/17/2021,05/17/2021,COMMITTED,05/17/2021,UTC Schedule under lead time / change,,,Commit date has been provided. Thank you!,2020-12-08
,1002975-1,1,ZLTA,H117214A,70,5327,A,2701,01/26/2021,01/26/2021,COMMITTED,01/26/2021,UTC Schedule under lead time / change,,,Commit date has been provided. Thank you!,2020-12-08
,1013071-1,2,ZLTA,H117214A,100,3723,B,2701,01/05/2021,01/05/2021,COMMITTED,01/05/2021,UTC Schedule under lead time / change,,,Commit date has been provided. Thank you!,2020-12-08
,1013071-1,4,ZLTA,H117214A,100,3824,B,2701,09/21/2021,09/21/2021,COMMITTED,09/21/2021,UTC Schedule under lead time / change,,,Commit date has been provided. Thank you!,2020-12-08
,1013071-1,1,ZLTA,H117214A,100,3829,B,2701,01/12/2021,01/12/2021,COMMITTED,01/12/2021,UTC Schedule under lead time / change,,,Commit date has been provided. Thank you!,2020-12-08
,1013071-1,5,ZLTA,H117214A,100,3839,B,2701,02/22/2021,02/22/2021,COMMITTED,02/22/2021,UTC Schedule under lead time / change,,,Commit date has been provided. Thank you!,2020-12-08
,1013071-1,7,ZLTA,H117214A,100,3845,B,2701,06/28/2021,06/28/2021,COMMITTED,06/28/2021,UTC Schedule under lead time / change,,,Commit date has been provided. Thank you!,2020-12-08
,1013071-1,2,ZLTA,H117214A,100,3821,B,2701,04/19/2021,04/19/2021,COMMITTED,04/19/2021,UTC Schedule under lead time / change,,,Commit date has been provided. Thank you!,2020-12-08
,1013071-1,5,ZLTA,H117214A,100,3806,B,2701,05/24/2021,05/24/2021,COMMITTED,05/24/2021,UTC Schedule under lead time / change,,,Commit date has been provided. Thank you!,2020-12-08
,806193-1,2,ZLTA,H117214A,640,5134,B,2701,03/08/2021,03/08/2021,COMMITTED,03/08/2021,UTC Schedule under lead time / change,,,Commit date has been provided. Thank you!,2020-12-08
,806193-1,2,ZLTA,H117214A,640,5072,B,2701,01/07/2021,01/07/2021,COMMITTED,01/07/2021,UTC Schedule under lead time / change,,,Commit date has been provided. Thank you!,2020-12-08
,1002810-2,2,ZLTA,H117214A,50,5185,A,2701,05/17/2021,05/17/2021,COMMITTED,05/17/2021,UTC Schedule under lead time / change,,,Commit date has been provided. Thank you!,2020-12-08
,1002810-2,3,ZLTA,H117214A,50,5182,A,2701,02/16/2021,02/16/2021,COMMITTED,02/16/2021,UTC Schedule under lead time / change,,,Commit date has been provided. Thank you!,2020-12-08
,1002810-2,2,ZLTA,H117214A,50,5181,A,2701,01/26/2021,01/26/2021,COMMITTED,01/26/2021,UTC Schedule under lead time / change,,,Commit date has been provided. Thank you!,2020-12-08
,806193-1,1,ZLTA,H117214A,640,5192,B,2701,05/10/2021,05/10/2021,COMMITTED,05/10/2021,UTC Schedule under lead time / change,,,Commit date has been provided. Thank you!,2020-12-08
,1013060-1,1,ZLTA,H117214A,90,3365,B,2701,08/16/2021,08/16/2021,COMMITTED,08/16/2021,UTC Schedule under lead time / change,,,Commit date has been provided. Thank you!,2020-12-08
,1013060-1,6,ZLTA,H117214A,90,3364,B,2701,05/28/2021,05/28/2021,COMMITTED,05/28/2021,UTC Schedule under lead time / change,,,Commit date has been provided. Thank you!,2020-12-08
,1002975-1,3,ZLTA,H117214A,70,5333,A,2701,02/16/2021,02/16/2021,COMMITTED,02/16/2021,UTC Schedule under lead time / change,,,Commit date has been provided. Thank you!,2020-12-08
,1002975-1,2,ZLTA,H117214A,70,5332,A,2701,01/26/2021,01/26/2021,COMMITTED,01/26/2021,UTC Schedule under lead time / change,,,Commit date has been provided. Thank you!,2020-12-08
,1002975-1,2,ZLTA,H117214A,70,5331,A,2701,01/26/2021,01/26/2021,COMMITTED,01/26/2021,UTC Schedule under lead time / change,,,Commit date has been provided. Thank you!,2020-12-08
,806193-1,3,ZLTA,H117214A,640,5178,B,2701,03/22/2021,03/22/2021,COMMITTED,03/22/2021,UTC Schedule under lead time / change,,,Commit date has been provided. Thank you!,2020-12-08
,806193-1,4,ZLTA,H117214A,640,5177,B,2701,04/06/2021,04/06/2021,COMMITTED,04/06/2021,UTC Schedule under lead time / change,,,Commit date has been provided. Thank you!,2020-12-08
,806193-1,5,ZLTA,H117214A,640,5176,B,2701,03/31/2021,03/31/2021,COMMITTED,03/31/2021,,,,Commit date has been provided. Thank you!,2020-12-08
,806193-1,2,ZLTA,H117214A,640,5175,B,2701,06/21/2021,06/21/2021,COMMITTED,06/21/2021,UTC Schedule under lead time / change,,,Commit date has been provided. Thank you!,2020-12-08
,1012708-1,2,ZLTA,H117214A,80,5493,B,2701,02/22/2021,02/22/2021,COMMITTED,02/22/2021,,,,Commit date has been provided. Thank you!,2020-12-08
,1012708-1,4,ZLTA,H117214A,80,5486,B,2701,04/26/2021,04/26/2021,COMMITTED,04/26/2021,UTC Schedule under lead time / change,,,Commit date has been provided. Thank you!,2020-12-08
,1012708-1,4,ZLTA,H117214A,80,5466,B,2701,04/19/2021,04/19/2021,COMMITTED,04/19/2021,,,,Commit date has been provided. Thank you!,2020-12-08
,1012708-1,4,ZLTA,H117214A,80,5465,B,2701,04/12/2021,04/12/2021,COMMITTED,04/12/2021,,,,Commit date has been provided. Thank you!,2020-12-08
,1012708-1,3,ZLTA,H117214A,80,5463,B,2701,03/26/2021,03/26/2021,COMMITTED,03/26/2021,,,,Commit date has been provided. Thank you!,2020-12-08
,1012708-1,4,ZLTA,H117214A,80,5462,B,2701,03/19/2021,03/19/2021,COMMITTED,03/19/2021,,,,Commit date has been provided. Thank you!,2020-12-08
,1012708-1,3,ZLTA,H117214A,80,5458,B,2701,01/25/2021,01/25/2021,COMMITTED,01/25/2021,UTC Schedule under lead time / change,,,Commit date has been provided. Thank you!,2020-12-08
,1012708-1,3,ZLTA,H117214A,80,5457,B,2701,01/15/2021,01/15/2021,COMMITTED,01/15/2021,UTC Schedule under lead time / change,,,Commit date has been provided. Thank you!,2020-12-08
,1012708-1,4,ZLTA,H117214A,80,5464,B,2701,04/05/2021,04/05/2021,COMMITTED,04/05/2021,,,,Commit date has been provided. Thank you!,2020-12-08
,1012708-1,4,ZLTA,H117214A,80,5461,B,2701,03/12/2021,03/12/2021,COMMITTED,03/12/2021,,,,Commit date has been provided. Thank you!,2020-12-08
,1012708-1,4,ZLTA,H117214A,80,5460,B,2701,02/22/2021,02/22/2021,COMMITTED,02/22/2021,UTC Schedule under lead time / change,,,Commit date has been provided. Thank you!,2020-12-08
,1012708-1,4,ZLTA,H117214A,80,5459,B,2701,02/08/2021,02/08/2021,COMMITTED,02/08/2021,UTC Schedule under lead time / change,,,Commit date has been provided. Thank you!,2020-12-08
,1012708-1,3,ZLTA,H117214A,80,5376,B,2701,06/18/2021,06/18/2021,UNCOMMITTED,06/18/2021,,,,Please provide a commit date.,
,1003157-3,15,ZLTA,H117214A,60,5975,A,2701,02/16/2021,02/16/2021,COMMITTED,02/16/2021,UTC Schedule under lead time / change,,,Commit date has been provided. Thank you!,2020-12-08
,1012708-1,4,ZLTA,H117214A,80,5485,B,2701,05/14/2021,05/14/2021,COMMITTED,05/14/2021,,,,Commit date has been provided. Thank you!,2020-12-08
,1012708-1,4,ZLTA,H117214A,80,5484,B,2701,05/21/2021,05/21/2021,COMMITTED,05/21/2021,,,,Commit date has been provided. Thank you!,2020-12-08
,1012708-1,1,ZLTA,H117214A,80,5495,B,2701,03/05/2021,03/05/2021,COMMITTED,03/05/2021,,,,Commit date has been provided. Thank you!,2020-12-08
,1012708-1,3,ZLTA,H117214A,80,5492,B,2701,01/11/2021,01/11/2021,COMMITTED,01/11/2021,,,,Commit date has been provided. Thank you!,2020-12-08
,1012708-1,3,ZLTA,H117214A,80,5490,B,2701,01/25/2021,01/25/2021,COMMITTED,01/25/2021,,,,Commit date has been provided. Thank you!,2020-12-08
,1012708-1,3,ZLTA,H117214A,80,5489,B,2701,02/01/2021,02/01/2021,COMMITTED,02/01/2021,,,,Commit date has been provided. Thank you!,2020-12-08
,1012708-1,4,ZLTA,H117214A,80,5488,B,2701,02/22/2021,02/22/2021,COMMITTED,02/22/2021,,,,Commit date has been provided. Thank you!,2020-12-08
,1012708-1,2,ZLTA,H117214A,80,5487,B,2701,04/26/2021,04/26/2021,COMMITTED,04/26/2021,,,,Commit date has been provided. Thank you!,2020-12-08
,1012708-1,4,ZLTA,H117214A,80,5483,B,2701,05/28/2021,05/28/2021,COMMITTED,05/28/2021,,,,Commit date has been provided. Thank you!,2020-12-08
,1012708-1,6,ZLTA,H117214A,80,5482,B,2701,06/07/2021,06/07/2021,COMMITTED,06/07/2021,,,,Commit date has been provided. Thank you!,2020-12-08
,1001773-2,2,ZLTA,H117214A,30,4585,-,2701,04/23/2021,04/23/2021,COMMITTED,04/23/2021,UTC Schedule under lead time / change,,,Commit date has been provided. Thank you!,2020-12-08
,1001773-2,1,ZLTA,H117214A,30,4583,-,2701,03/11/2021,03/11/2021,CHANGED,03/11/2021,UTC Schedule under lead time / change,,,Please provide a commit date.  The quantity has changed from 2 to 1.,2020-12-08
,1001773-2,4,ZLTA,H117214A,30,4584,-,2701,04/02/2021,04/02/2021,COMMITTED,04/02/2021,UTC Schedule under lead time / change,,,Commit date has been provided. Thank you!,2020-12-08
,1001773-2,2,ZLTA,H117214A,30,4558,-,2701,06/04/2021,06/04/2021,COMMITTED,06/04/2021,UTC Schedule under lead time / change,,,Commit date has been provided. Thank you!,2020-12-08
,1001773-2,2,ZLTA,H117214A,30,4557,-,2701,05/27/2021,05/27/2021,COMMITTED,05/27/2021,UTC Schedule under lead time / change,,,Commit date has been provided. Thank you!,2020-12-08
,1001773-2,2,ZLTA,H117214A,30,4556,-,2701,05/20/2021,05/20/2021,COMMITTED,05/20/2021,UTC Schedule under lead time / change,,,Commit date has been provided. Thank you!,2020-12-08
,1002149-1,2,ZLTA,H117214A,40,4306,D,2701,02/26/2021,02/26/2021,COMMITTED,02/26/2021,UTC Schedule under lead time / change,,,Commit date has been provided. Thank you!,2020-12-08
,1002149-1,2,ZLTA,H117214A,40,4305,D,2701,03/05/2021,03/05/2021,COMMITTED,03/05/2021,UTC Schedule under lead time / change,,,Commit date has been provided. Thank you!,2020-12-08
,1002149-1,2,ZLTA,H117214A,40,4304,D,2701,03/11/2021,03/11/2021,COMMITTED,03/11/2021,UTC Schedule under lead time / change,,,Commit date has been provided. Thank you!,2020-12-08
,1001773-2,1,ZLTA,H117214A,30,4587,-,2701,05/13/2021,05/13/2021,COMMITTED,05/13/2021,UTC Schedule under lead time / change,,,Commit date has been provided. Thank you!,2020-12-08
,1001773-2,2,ZLTA,H117214A,30,4586,-,2701,05/07/2021,05/07/2021,COMMITTED,05/07/2021,UTC Schedule under lead time / change,,,Commit date has been provided. Thank you!,2020-12-08
,1001773-2,2,ZLTA,H117214A,30,4394,-,2701,06/17/2021,06/17/2021,UNCOMMITTED,06/17/2021,,,,Please provide a commit date.,
,1001773-2,1,ZLTA,H117214A,30,4555,-,2701,05/13/2021,05/13/2021,COMMITTED,05/13/2021,UTC Schedule under lead time / change,,,Commit date has been provided. Thank you!,2020-12-08
,1001773-2,2,ZLTA,H117214A,30,4554,-,2701,04/30/2021,04/30/2021,COMMITTED,04/30/2021,UTC Schedule under lead time / change,,,Commit date has been provided. Thank you!,2020-12-08
